archivo,conf_def,max_dudosa,aceptada,tp,fp,fn,def_real,def_pred,ocde_real,ocde_pred
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.2,0.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.2,0.1,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.2,0.25,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.2,0.5,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.2,1.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.25,0.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.25,0.1,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.25,0.25,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.25,0.5,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.25,1.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.3,0.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.3,0.1,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.3,0.25,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.3,0.5,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.3,1.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.4,0.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.4,0.1,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.4,0.25,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.4,0.5,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.4,1.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.5,0.0,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.5,0.1,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.5,0.25,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.5,0.5,1,9359,109,1468,10827,9468,0,0
T10_d01_033_b_1_jpg.rf.Zcv659Y3Ha0znreZqNu1.jpg,0.5,1.0,1,9359,109,1468,10827,9468,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.15,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.15,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.15,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.15,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.15,1.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.2,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.2,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.2,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.2,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.2,1.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.25,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.25,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.25,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.25,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.25,1.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.3,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.3,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.3,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.3,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.3,1.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.4,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.4,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.4,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.4,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.4,1.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.5,0.0,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.5,0.1,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.5,0.25,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.5,0.5,1,0,0,0,0,0,0,0
T10_d01_310_a_1_jpg.rf.6xRaO0naFMYMl9A2LZYg.jpg,0.5,1.0,1,0,0,0,0,0,0,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.15,0.0,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.15,0.1,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.15,0.25,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.15,0.5,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.15,1.0,1,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.2,0.0,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.2,0.1,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.2,0.25,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.2,0.5,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.2,1.0,1,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.25,0.0,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.25,0.1,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.25,0.25,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.25,0.5,0,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.25,1.0,1,5488,6060,19905,25393,11548,2,1
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.3,0.0,0,3773,53,21620,25393,3826,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.3,0.1,0,3773,53,21620,25393,3826,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.3,0.25,0,3773,53,21620,25393,3826,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.3,0.5,0,3773,53,21620,25393,3826,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.3,1.0,1,3773,53,21620,25393,3826,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.4,0.0,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.4,0.1,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.4,0.25,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.4,0.5,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.4,1.0,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.5,0.0,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.5,0.1,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.5,0.25,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.5,0.5,1,0,0,25393,25393,0,2,0
T10_d01_368_a_1_jpg.rf.KqrLsMfRZrUY3wx8Fq3q.jpg,0.5,1.0,1,0,0,25393,25393,0,2,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.15,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.15,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.15,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.15,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.15,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.2,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.2,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.2,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.2,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.2,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.25,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.25,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.25,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.25,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.25,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.3,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.3,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.3,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.3,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.3,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.4,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.4,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.4,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.4,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.4,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.5,0.0,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.5,0.1,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.5,0.25,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.5,0.5,1,1469,540,14,1483,2009,0,0
T10_d01_385_a_1_jpg.rf.4FreYxU2hB1VH2gVoRfv.jpg,0.5,1.0,1,1469,540,14,1483,2009,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.15,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.15,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.15,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.15,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.15,1.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.2,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.2,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.2,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.2,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.2,1.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.25,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.25,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.25,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.25,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.25,1.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.3,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.3,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.3,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.3,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.3,1.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.4,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.4,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.4,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.4,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.4,1.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.5,0.0,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.5,0.1,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.5,0.25,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.5,0.5,1,0,0,0,0,0,0,0
T10_d01_452_b_1_jpg.rf.niBXZbpyuuPB6R0LNN48.jpg,0.5,1.0,1,0,0,0,0,0,0,0
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.15,0.0,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.15,0.1,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.15,0.25,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.15,0.5,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.15,1.0,1,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.2,0.0,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.2,0.1,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.2,0.25,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.2,0.5,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.2,1.0,1,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.25,0.0,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.25,0.1,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.25,0.25,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.25,0.5,0,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.25,1.0,1,7691,1104,453,8144,8795,0,1
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.3,0.0,1,7339,311,805,8144,7650,0,0
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.3,0.1,1,7339,311,805,8144,7650,0,0
T10_d01_478_b_1_jpg.rf.1FIrMmgCmqZUFqgLSsoJ.jpg,0.3,0.25,1,7339,311,805,8144,7650,0,0
