archivo,fruto,madurez,split,fruto_nuevo,anotacion_humana
T10_d01_065_a_1.jpg,T10_065,1,val,False,False
T10_d01_065_b_1.jpg,T10_065,1,val,False,False
T10_d01_067_a_1.jpg,T10_067,1,train,False,False
T10_d01_067_b_1.jpg,T10_067,1,train,False,False
T10_d01_069_a_1.jpg,T10_069,1,train,False,False
T10_d01_069_b_1.jpg,T10_069,1,train,False,False
T10_d01_072_a_1.jpg,T10_072,1,val,False,False
T10_d01_072_b_1.jpg,T10_072,1,val,False,False
T10_d01_080_a_1.jpg,T10_080,1,val,False,False
T10_d01_080_b_1.jpg,T10_080,1,val,False,False
T10_d01_083_a_1.jpg,T10_083,1,train,False,False
T10_d01_083_b_1.jpg,T10_083,1,train,False,False
T10_d01_087_a_1.jpg,T10_087,1,val,False,False
T10_d01_087_b_1.jpg,T10_087,1,val,False,False
T10_d01_089_a_1.jpg,T10_089,1,train,False,False
T10_d01_089_b_1.jpg,T10_089,1,train,False,False
T10_d01_092_a_1.jpg,T10_092,1,test,False,False
T10_d01_092_b_1.jpg,T10_092,1,test,False,False
T10_d01_093_a_1.jpg,T10_093,1,train,False,False
T10_d01_093_b_1.jpg,T10_093,1,train,False,False
T10_d01_094_a_1.jpg,T10_094,1,train,False,False
T10_d01_094_b_1.jpg,T10_094,1,train,False,False
T10_d01_096_a_1.jpg,T10_096,1,train,False,False
T10_d01_096_b_1.jpg,T10_096,1,train,False,False
T10_d01_097_a_1.jpg,T10_097,1,train,False,False
T10_d01_097_b_1.jpg,T10_097,1,train,False,False
T10_d01_098_a_1.jpg,T10_098,1,train,False,False
T10_d01_098_b_1.jpg,T10_098,1,train,False,False
T10_d01_099_a_1.jpg,T10_099,1,train,False,False
T10_d01_099_b_1.jpg,T10_099,1,train,False,False
T10_d01_100_a_1.jpg,T10_100,1,test,False,False
T10_d01_100_b_1.jpg,T10_100,1,test,False,False
T10_d01_104_a_1.jpg,T10_104,1,val,True,False
T10_d01_104_b_1.jpg,T10_104,1,val,True,False
T10_d01_108_a_1.jpg,T10_108,1,train,False,False
T10_d01_108_b_1.jpg,T10_108,1,train,False,False
T10_d01_109_a_1.jpg,T10_109,1,train,True,False
T10_d01_109_b_1.jpg,T10_109,1,train,True,False
T10_d01_110_a_1.jpg,T10_110,1,train,False,False
T10_d01_110_b_1.jpg,T10_110,1,train,False,False
T10_d01_111_a_1.jpg,T10_111,1,val,False,False
T10_d01_111_b_1.jpg,T10_111,1,val,False,False
T10_d01_113_a_1.jpg,T10_113,1,train,False,False
T10_d01_113_b_1.jpg,T10_113,1,train,False,False
T10_d01_118_a_1.jpg,T10_118,1,train,False,False
T10_d01_118_b_1.jpg,T10_118,1,train,False,False
T10_d01_120_a_1.jpg,T10_120,1,train,False,True
T10_d01_120_b_1.jpg,T10_120,1,train,False,False
T10_d01_122_a_1.jpg,T10_122,1,train,False,True
T10_d01_122_b_1.jpg,T10_122,1,train,False,False
T10_d01_125_a_1.jpg,T10_125,1,train,False,False
T10_d01_125_b_1.jpg,T10_125,1,train,False,False
T10_d01_128_a_1.jpg,T10_128,1,train,False,True
T10_d01_128_b_1.jpg,T10_128,1,train,False,False
T10_d01_129_a_1.jpg,T10_129,1,train,False,False
T10_d01_129_b_1.jpg,T10_129,1,train,False,True
T10_d01_130_a_1.jpg,T10_130,1,train,False,False
T10_d01_130_b_1.jpg,T10_130,1,train,False,False
T10_d01_131_a_1.jpg,T10_131,1,train,False,False
T10_d01_131_b_1.jpg,T10_131,1,train,False,False
T10_d01_133_a_1.jpg,T10_133,1,train,False,False
T10_d01_133_b_1.jpg,T10_133,1,train,False,False
T10_d01_136_a_1.jpg,T10_136,1,val,False,False
T10_d01_136_b_1.jpg,T10_136,1,val,False,False
T10_d01_138_a_1.jpg,T10_138,1,train,False,False
T10_d01_138_b_1.jpg,T10_138,1,train,False,False
T10_d01_145_a_1.jpg,T10_145,1,train,False,True
T10_d01_145_b_1.jpg,T10_145,1,train,False,False
T10_d01_148_a_1.jpg,T10_148,1,train,True,False
T10_d01_148_b_1.jpg,T10_148,1,train,True,False
T10_d01_149_a_1.jpg,T10_149,1,train,False,False
T10_d01_149_b_1.jpg,T10_149,1,train,False,False
T10_d01_152_a_1.jpg,T10_152,1,train,False,False
T10_d01_152_b_1.jpg,T10_152,1,train,False,False
T10_d01_156_a_1.jpg,T10_156,1,train,False,True
T10_d01_156_b_1.jpg,T10_156,1,train,False,False
T10_d01_162_a_1.jpg,T10_162,1,test,False,False
T10_d01_162_b_1.jpg,T10_162,1,test,False,False
T10_d01_163_a_1.jpg,T10_163,1,train,False,False
T10_d01_163_b_1.jpg,T10_163,1,train,False,True
T10_d01_165_a_1.jpg,T10_165,1,train,False,True
T10_d01_165_b_1.jpg,T10_165,1,train,False,False
T10_d01_166_a_1.jpg,T10_166,1,train,False,False
T10_d01_166_b_1.jpg,T10_166,1,train,False,False
T10_d01_167_a_1.jpg,T10_167,1,train,False,False
T10_d01_167_b_1.jpg,T10_167,1,train,False,False
T10_d01_168_a_1.jpg,T10_168,1,train,False,False
T10_d01_168_b_1.jpg,T10_168,1,train,False,False
T10_d01_172_a_1.jpg,T10_172,1,train,False,False
T10_d01_172_b_1.jpg,T10_172,1,train,False,False
T10_d01_180_a_1.jpg,T10_180,1,train,True,False
T10_d01_180_b_1.jpg,T10_180,1,train,True,False
T10_d01_181_a_1.jpg,T10_181,1,train,False,False
T10_d01_181_b_1.jpg,T10_181,1,train,False,False
T10_d01_186_a_1.jpg,T10_186,1,val,False,False
T10_d01_186_b_1.jpg,T10_186,1,val,False,False
T10_d01_193_a_1.jpg,T10_193,1,train,False,False
T10_d01_193_b_1.jpg,T10_193,1,train,False,False
T10_d01_194_a_1.jpg,T10_194,1,train,False,False
T10_d01_194_b_1.jpg,T10_194,1,train,False,False
T10_d01_196_a_1.jpg,T10_196,1,train,False,False
T10_d01_196_b_1.jpg,T10_196,1,train,False,False
T10_d01_202_a_1.jpg,T10_202,1,train,False,False
T10_d01_202_b_1.jpg,T10_202,1,train,False,False
T10_d01_204_a_1.jpg,T10_204,1,train,False,False
T10_d01_204_b_1.jpg,T10_204,1,train,False,False
T10_d01_206_a_1.jpg,T10_206,1,train,False,False
T10_d01_206_b_1.jpg,T10_206,1,train,False,False
T10_d01_211_a_1.jpg,T10_211,1,train,False,False
T10_d01_211_b_1.jpg,T10_211,1,train,False,False
T10_d01_213_a_1.jpg,T10_213,1,train,False,False
T10_d01_213_b_1.jpg,T10_213,1,train,False,False
T10_d01_215_a_1.jpg,T10_215,1,train,False,False
T10_d01_215_b_1.jpg,T10_215,1,train,False,False
T10_d01_217_a_1.jpg,T10_217,1,train,False,False
T10_d01_217_b_1.jpg,T10_217,1,train,False,False
T10_d01_219_a_1.jpg,T10_219,1,test,False,False
T10_d01_219_b_1.jpg,T10_219,1,test,False,False
T10_d01_220_a_1.jpg,T10_220,1,val,False,False
T10_d01_220_b_1.jpg,T10_220,1,val,False,False
T10_d01_221_a_1.jpg,T10_221,1,train,False,False
T10_d01_221_b_1.jpg,T10_221,1,train,False,True
T10_d01_223_a_1.jpg,T10_223,1,train,False,False
T10_d01_223_b_1.jpg,T10_223,1,train,False,False
T10_d01_227_a_1.jpg,T10_227,1,train,False,False
T10_d01_227_b_1.jpg,T10_227,1,train,False,False
T10_d01_229_a_1.jpg,T10_229,1,train,False,False
T10_d01_229_b_1.jpg,T10_229,1,train,False,False
T10_d01_233_a_1.jpg,T10_233,1,train,False,False
T10_d01_233_b_1.jpg,T10_233,1,train,False,False
T10_d01_234_a_1.jpg,T10_234,1,train,False,False
T10_d01_234_b_1.jpg,T10_234,1,train,False,True
T10_d01_236_a_1.jpg,T10_236,1,train,False,False
T10_d01_236_b_1.jpg,T10_236,1,train,False,False
T10_d01_237_a_1.jpg,T10_237,1,train,False,False
T10_d01_237_b_1.jpg,T10_237,1,train,False,False
T10_d01_243_a_1.jpg,T10_243,1,train,False,False
T10_d01_243_b_1.jpg,T10_243,1,train,False,False
T10_d01_245_a_1.jpg,T10_245,1,train,False,True
T10_d01_245_b_1.jpg,T10_245,1,train,False,False
T10_d01_250_a_1.jpg,T10_250,1,train,False,False
T10_d01_250_b_1.jpg,T10_250,1,train,False,False
T10_d01_252_a_1.jpg,T10_252,1,train,False,False
T10_d01_252_b_1.jpg,T10_252,1,train,False,False
T10_d01_253_a_1.jpg,T10_253,1,val,False,False
T10_d01_253_b_1.jpg,T10_253,1,val,False,False
T10_d01_254_a_1.jpg,T10_254,1,val,False,False
T10_d01_254_b_1.jpg,T10_254,1,val,False,False
T10_d01_262_a_1.jpg,T10_262,1,train,False,False
T10_d01_262_b_1.jpg,T10_262,1,train,False,False
T10_d01_266_a_1.jpg,T10_266,1,train,False,False
T10_d01_266_b_1.jpg,T10_266,1,train,False,False
T10_d01_269_a_1.jpg,T10_269,1,train,False,False
T10_d01_269_b_1.jpg,T10_269,1,train,False,False
T10_d01_274_a_1.jpg,T10_274,1,train,True,False
T10_d01_274_b_1.jpg,T10_274,1,train,True,False
T10_d01_275_a_1.jpg,T10_275,1,test,False,False
T10_d01_275_b_1.jpg,T10_275,1,test,False,False
T10_d01_276_a_1.jpg,T10_276,1,train,False,False
T10_d01_276_b_1.jpg,T10_276,1,train,False,False
T10_d01_282_a_1.jpg,T10_282,1,train,False,False
T10_d01_282_b_1.jpg,T10_282,1,train,False,False
T10_d01_283_a_1.jpg,T10_283,1,train,False,False
T10_d01_283_b_1.jpg,T10_283,1,train,False,False
T10_d01_284_a_1.jpg,T10_284,1,train,False,False
T10_d01_284_b_1.jpg,T10_284,1,train,False,False
T10_d01_290_a_1.jpg,T10_290,1,train,False,False
T10_d01_290_b_1.jpg,T10_290,1,train,False,False
T10_d01_292_a_1.jpg,T10_292,1,val,False,False
T10_d01_292_b_1.jpg,T10_292,1,val,False,False
T10_d01_294_a_1.jpg,T10_294,1,train,False,False
T10_d01_294_b_1.jpg,T10_294,1,train,False,False
T10_d01_295_a_1.jpg,T10_295,1,train,False,False
T10_d01_295_b_1.jpg,T10_295,1,train,False,False
T10_d01_296_a_1.jpg,T10_296,1,train,False,False
T10_d01_296_b_1.jpg,T10_296,1,train,False,False
T10_d01_298_a_1.jpg,T10_298,1,test,True,False
T10_d01_298_b_1.jpg,T10_298,1,test,True,False
T10_d01_306_a_1.jpg,T10_306,1,train,False,False
T10_d01_306_b_1.jpg,T10_306,1,train,False,False
T10_d01_310_a_1.jpg,T10_310,1,val,False,True
T10_d01_310_b_1.jpg,T10_310,1,val,False,False
T10_d01_314_a_1.jpg,T10_314,1,train,True,False
T10_d01_314_b_1.jpg,T10_314,1,train,True,False
T10_d01_315_a_1.jpg,T10_315,1,train,False,False
T10_d01_315_b_1.jpg,T10_315,1,train,False,False
T10_d01_325_a_1.jpg,T10_325,1,train,False,False
T10_d01_325_b_1.jpg,T10_325,1,train,False,False
T10_d01_326_a_1.jpg,T10_326,1,train,False,False
T10_d01_326_b_1.jpg,T10_326,1,train,False,False
T10_d01_327_a_1.jpg,T10_327,1,train,False,False
T10_d01_327_b_1.jpg,T10_327,1,train,False,False
T10_d01_328_a_1.jpg,T10_328,1,train,False,False
T10_d01_328_b_1.jpg,T10_328,1,train,False,False
T10_d01_330_a_1.jpg,T10_330,1,train,False,False
T10_d01_330_b_1.jpg,T10_330,1,train,False,False
T10_d01_331_a_1.jpg,T10_331,1,test,False,False
T10_d01_331_b_1.jpg,T10_331,1,test,False,False
T10_d01_333_a_1.jpg,T10_333,1,train,False,False
T10_d01_333_b_1.jpg,T10_333,1,train,False,False
T10_d01_336_a_1.jpg,T10_336,1,train,False,False
T10_d01_336_b_1.jpg,T10_336,1,train,False,False
T10_d01_337_a_1.jpg,T10_337,1,train,False,False
T10_d01_337_b_1.jpg,T10_337,1,train,False,False
T10_d01_338_a_1.jpg,T10_338,1,train,False,False
T10_d01_338_b_1.jpg,T10_338,1,train,False,False
T10_d01_349_a_1.jpg,T10_349,1,train,False,False
T10_d01_349_b_1.jpg,T10_349,1,train,False,False
T10_d01_350_a_1.jpg,T10_350,1,train,False,False
T10_d01_350_b_1.jpg,T10_350,1,train,False,False
T10_d01_351_a_1.jpg,T10_351,1,train,False,False
T10_d01_351_b_1.jpg,T10_351,1,train,False,False
T10_d01_353_a_1.jpg,T10_353,1,val,False,False
T10_d01_353_b_1.jpg,T10_353,1,val,False,False
T10_d01_355_a_1.jpg,T10_355,1,train,False,False
T10_d01_355_b_1.jpg,T10_355,1,train,False,False
T10_d01_357_a_1.jpg,T10_357,1,train,False,False
T10_d01_357_b_1.jpg,T10_357,1,train,False,False
T10_d01_358_a_1.jpg,T10_358,1,train,True,False
T10_d01_358_b_1.jpg,T10_358,1,train,True,False
T10_d01_359_a_1.jpg,T10_359,1,train,True,False
T10_d01_359_b_1.jpg,T10_359,1,train,True,False
T10_d01_365_a_1.jpg,T10_365,1,train,False,True
T10_d01_365_b_1.jpg,T10_365,1,train,False,False
T10_d01_366_a_1.jpg,T10_366,1,train,False,False
T10_d01_366_b_1.jpg,T10_366,1,train,False,False
T10_d01_367_a_1.jpg,T10_367,1,train,False,False
T10_d01_367_b_1.jpg,T10_367,1,train,False,False
T10_d01_368_a_1.jpg,T10_368,1,val,False,True
T10_d01_368_b_1.jpg,T10_368,1,val,False,False
T10_d01_372_a_1.jpg,T10_372,1,train,False,False
T10_d01_372_b_1.jpg,T10_372,1,train,False,False
T10_d01_373_a_1.jpg,T10_373,1,val,False,False
T10_d01_373_b_1.jpg,T10_373,1,val,False,False
T10_d01_375_a_1.jpg,T10_375,1,val,False,False
T10_d01_375_b_1.jpg,T10_375,1,val,False,False
T10_d01_376_a_1.jpg,T10_376,1,train,False,True
T10_d01_376_b_1.jpg,T10_376,1,train,False,False
T10_d01_377_a_1.jpg,T10_377,1,train,False,False
T10_d01_377_b_1.jpg,T10_377,1,train,False,False
T10_d01_381_a_1.jpg,T10_381,1,train,False,False
T10_d01_381_b_1.jpg,T10_381,1,train,False,False
T10_d01_382_a_1.jpg,T10_382,1,train,False,False
T10_d01_382_b_1.jpg,T10_382,1,train,False,False
T10_d01_385_a_1.jpg,T10_385,1,val,False,True
T10_d01_385_b_1.jpg,T10_385,1,val,False,False
T10_d01_387_a_1.jpg,T10_387,1,train,False,False
T10_d01_387_b_1.jpg,T10_387,1,train,False,False
T10_d01_392_a_1.jpg,T10_392,1,test,False,False
T10_d01_392_b_1.jpg,T10_392,1,test,False,False
T10_d01_393_a_1.jpg,T10_393,1,val,False,False
T10_d01_393_b_1.jpg,T10_393,1,val,False,False
T10_d01_395_a_1.jpg,T10_395,1,test,False,False
T10_d01_395_b_1.jpg,T10_395,1,test,False,False
T10_d01_398_a_1.jpg,T10_398,1,val,False,False
T10_d01_398_b_1.jpg,T10_398,1,val,False,False
T10_d01_399_a_1.jpg,T10_399,1,val,False,False
T10_d01_399_b_1.jpg,T10_399,1,val,False,False
T10_d01_400_a_1.jpg,T10_400,1,train,False,False
T10_d01_400_b_1.jpg,T10_400,1,train,False,False
T10_d01_401_a_1.jpg,T10_401,1,train,False,False
T10_d01_401_b_1.jpg,T10_401,1,train,False,False
T10_d01_402_a_1.jpg,T10_402,1,val,False,False
T10_d01_402_b_1.jpg,T10_402,1,val,False,False
T10_d01_405_a_1.jpg,T10_405,1,train,False,False
T10_d01_405_b_1.jpg,T10_405,1,train,False,False
T10_d01_406_a_1.jpg,T10_406,1,val,False,False
T10_d01_406_b_1.jpg,T10_406,1,val,False,False
T10_d01_408_a_1.jpg,T10_408,1,train,False,False
T10_d01_408_b_1.jpg,T10_408,1,train,False,False
T10_d01_410_a_1.jpg,T10_410,1,train,False,True
T10_d01_410_b_1.jpg,T10_410,1,train,False,False
T10_d01_411_a_1.jpg,T10_411,1,val,False,False
T10_d01_411_b_1.jpg,T10_411,1,val,False,False
T10_d01_413_a_1.jpg,T10_413,1,train,False,False
T10_d01_413_b_1.jpg,T10_413,1,train,False,False
T10_d01_414_a_1.jpg,T10_414,1,train,False,True
T10_d01_414_b_1.jpg,T10_414,1,train,False,False
T10_d01_415_a_1.jpg,T10_415,1,train,False,False
T10_d01_415_b_1.jpg,T10_415,1,train,False,False
T10_d01_418_a_1.jpg,T10_418,1,train,False,True
T10_d01_418_b_1.jpg,T10_418,1,train,False,False
T10_d01_420_a_1.jpg,T10_420,1,train,False,False
T10_d01_420_b_1.jpg,T10_420,1,train,False,False
T10_d01_422_a_1.jpg,T10_422,1,train,False,False
T10_d01_422_b_1.jpg,T10_422,1,train,False,False
T10_d01_425_a_1.jpg,T10_425,1,train,False,False
T10_d01_425_b_1.jpg,T10_425,1,train,False,False
T10_d01_429_a_1.jpg,T10_429,1,train,False,False
T10_d01_429_b_1.jpg,T10_429,1,train,False,False
T10_d01_430_a_1.jpg,T10_430,1,val,False,False
T10_d01_430_b_1.jpg,T10_430,1,val,False,False
T10_d01_442_a_1.jpg,T10_442,1,train,False,False
T10_d01_442_b_1.jpg,T10_442,1,train,False,False
T10_d01_444_a_1.jpg,T10_444,1,train,False,False
T10_d01_444_b_1.jpg,T10_444,1,train,False,False
T10_d01_445_a_1.jpg,T10_445,1,train,False,False
T10_d01_445_b_1.jpg,T10_445,1,train,False,False
T10_d01_446_a_1.jpg,T10_446,1,train,False,False
T10_d01_446_b_1.jpg,T10_446,1,train,False,False
T10_d01_447_a_1.jpg,T10_447,1,train,False,True
T10_d01_447_b_1.jpg,T10_447,1,train,False,False
T10_d01_448_a_1.jpg,T10_448,1,train,False,False
T10_d01_448_b_1.jpg,T10_448,1,train,False,False
T10_d01_449_a_1.jpg,T10_449,1,train,False,False
T10_d01_449_b_1.jpg,T10_449,1,train,False,False
T10_d01_450_a_1.jpg,T10_450,1,val,False,False
T10_d01_450_b_1.jpg,T10_450,1,val,False,False
T10_d01_451_a_1.jpg,T10_451,1,val,False,False
T10_d01_451_b_1.jpg,T10_451,1,val,False,False
T10_d01_452_a_1.jpg,T10_452,1,val,False,False
T10_d01_452_b_1.jpg,T10_452,1,val,False,True
T10_d01_454_a_1.jpg,T10_454,1,train,False,False
T10_d01_454_b_1.jpg,T10_454,1,train,False,False
T10_d01_458_a_1.jpg,T10_458,1,train,False,False
T10_d01_458_b_1.jpg,T10_458,1,train,False,False
T10_d01_459_a_1.jpg,T10_459,1,train,False,False
T10_d01_459_b_1.jpg,T10_459,1,train,False,False
T10_d01_470_a_1.jpg,T10_470,1,train,False,False
T10_d01_470_b_1.jpg,T10_470,1,train,False,False
T10_d01_471_a_1.jpg,T10_471,1,test,False,False
T10_d01_471_b_1.jpg,T10_471,1,test,False,False
T10_d01_475_a_1.jpg,T10_475,1,train,False,False
T10_d01_475_b_1.jpg,T10_475,1,train,False,True
T10_d01_476_a_1.jpg,T10_476,1,train,True,False
T10_d01_476_b_1.jpg,T10_476,1,train,True,False
T10_d01_478_a_1.jpg,T10_478,1,val,False,False
T10_d01_478_b_1.jpg,T10_478,1,val,False,True
T10_d02_002_a_1.jpg,T10_002,1,train,False,False
T10_d02_002_b_1.jpg,T10_002,1,train,False,False
T10_d02_003_a_1.jpg,T10_003,1,train,False,False
T10_d02_003_b_1.jpg,T10_003,1,train,False,False
T10_d02_007_a_1.jpg,T10_007,1,train,False,False
T10_d02_007_b_1.jpg,T10_007,1,train,False,False
T10_d02_011_a_1.jpg,T10_011,1,train,False,False
T10_d02_011_b_1.jpg,T10_011,1,train,False,False
T10_d02_012_a_1.jpg,T10_012,1,val,False,True
T10_d02_012_b_1.jpg,T10_012,1,val,False,False
T10_d02_013_a_1.jpg,T10_013,1,train,False,False
T10_d02_013_b_1.jpg,T10_013,1,train,False,False
T10_d02_014_a_1.jpg,T10_014,1,val,False,True
T10_d02_014_b_1.jpg,T10_014,1,val,False,True
T10_d02_015_a_1.jpg,T10_015,1,test,False,False
T10_d02_015_b_1.jpg,T10_015,1,test,False,False
T10_d02_018_a_1.jpg,T10_018,1,val,False,False
T10_d02_018_b_1.jpg,T10_018,1,val,False,False
T10_d02_021_a_1.jpg,T10_021,1,train,False,False
T10_d02_021_b_1.jpg,T10_021,1,train,False,False
T10_d02_022_a_1.jpg,T10_022,1,train,False,False
T10_d02_022_b_1.jpg,T10_022,1,train,False,False
T10_d02_026_a_1.jpg,T10_026,1,train,False,False
T10_d02_026_b_1.jpg,T10_026,1,train,False,False
T10_d02_027_a_1.jpg,T10_027,1,train,False,False
T10_d02_027_b_1.jpg,T10_027,1,train,False,False
T10_d02_033_a_1.jpg,T10_033,1,val,False,True
T10_d02_033_b_1.jpg,T10_033,1,val,False,False
T10_d02_034_a_1.jpg,T10_034,1,train,False,False
T10_d02_034_b_1.jpg,T10_034,1,train,False,True
T10_d02_035_a_1.jpg,T10_035,1,val,False,False
T10_d02_035_b_1.jpg,T10_035,1,val,False,False
T10_d02_037_a_1.jpg,T10_037,1,train,True,False
T10_d02_037_b_1.jpg,T10_037,1,train,True,False
T10_d02_038_a_1.jpg,T10_038,1,val,False,True
T10_d02_038_b_1.jpg,T10_038,1,val,False,True
T10_d02_041_a_1.jpg,T10_041,1,val,False,False
T10_d02_041_b_1.jpg,T10_041,1,val,False,False
T10_d02_045_a_1.jpg,T10_045,1,train,True,False
T10_d02_045_b_1.jpg,T10_045,1,train,True,False
T10_d02_046_a_1.jpg,T10_046,1,train,False,False
T10_d02_046_b_1.jpg,T10_046,1,train,False,False
T10_d02_047_a_1.jpg,T10_047,1,train,False,False
T10_d02_047_b_1.jpg,T10_047,1,train,False,False
T10_d02_048_a_1.jpg,T10_048,1,train,False,False
T10_d02_048_b_1.jpg,T10_048,1,train,False,False
T10_d02_054_a_1.jpg,T10_054,1,train,False,False
T10_d02_054_b_1.jpg,T10_054,1,train,False,False
T10_d02_055_a_1.jpg,T10_055,1,train,False,False
T10_d02_055_b_1.jpg,T10_055,1,train,False,False
T10_d02_058_a_1.jpg,T10_058,1,val,False,False
T10_d02_058_b_1.jpg,T10_058,1,val,False,True
T10_d02_061_a_1.jpg,T10_061,1,train,False,True
T10_d02_061_b_1.jpg,T10_061,1,train,False,False
T10_d02_065_a_2.jpg,T10_065,2,val,False,False
T10_d02_065_b_2.jpg,T10_065,2,val,False,False
T10_d02_067_a_1.jpg,T10_067,1,train,False,False
T10_d02_067_b_1.jpg,T10_067,1,train,False,False
T10_d02_069_a_1.jpg,T10_069,1,train,False,False
T10_d02_069_b_1.jpg,T10_069,1,train,False,False
T10_d02_080_a_1.jpg,T10_080,1,val,False,False
T10_d02_080_b_1.jpg,T10_080,1,val,False,False
T10_d02_083_a_1.jpg,T10_083,1,train,False,False
T10_d02_083_b_1.jpg,T10_083,1,train,False,False
T10_d02_087_a_1.jpg,T10_087,1,val,False,False
T10_d02_087_b_1.jpg,T10_087,1,val,False,False
T10_d02_089_a_1.jpg,T10_089,1,train,False,False
T10_d02_089_b_1.jpg,T10_089,1,train,False,False
T10_d02_092_a_1.jpg,T10_092,1,test,False,False
T10_d02_092_b_1.jpg,T10_092,1,test,False,False
T10_d02_093_a_1.jpg,T10_093,1,train,False,False
T10_d02_093_b_1.jpg,T10_093,1,train,False,False
T10_d02_094_a_1.jpg,T10_094,1,train,False,False
T10_d02_094_b_1.jpg,T10_094,1,train,False,False
T10_d02_096_a_1.jpg,T10_096,1,train,False,False
T10_d02_096_b_1.jpg,T10_096,1,train,False,False
T10_d02_097_a_1.jpg,T10_097,1,train,False,False
T10_d02_097_b_1.jpg,T10_097,1,train,False,False
T10_d02_098_a_1.jpg,T10_098,1,train,False,False
T10_d02_098_b_1.jpg,T10_098,1,train,False,False
T10_d02_099_a_1.jpg,T10_099,1,train,False,False
T10_d02_099_b_1.jpg,T10_099,1,train,False,False
T10_d02_100_a_1.jpg,T10_100,1,test,False,False
T10_d02_100_b_1.jpg,T10_100,1,test,False,False
T10_d02_104_a_1.jpg,T10_104,1,val,True,False
T10_d02_104_b_1.jpg,T10_104,1,val,True,False
T10_d02_108_a_1.jpg,T10_108,1,train,False,False
T10_d02_108_b_1.jpg,T10_108,1,train,False,False
T10_d02_110_a_1.jpg,T10_110,1,train,False,False
T10_d02_110_b_1.jpg,T10_110,1,train,False,False
T10_d02_111_a_1.jpg,T10_111,1,val,False,False
T10_d02_111_b_1.jpg,T10_111,1,val,False,False
T10_d02_113_a_1.jpg,T10_113,1,train,False,True
T10_d02_113_b_1.jpg,T10_113,1,train,False,False
T10_d02_118_a_1.jpg,T10_118,1,train,False,False
T10_d02_118_b_1.jpg,T10_118,1,train,False,False
