archivo,grupo,dia,id,lado,madurez,fruto,split,anotada
T10_d01_035_a_1.jpg,T10,d01,035,a,1,T10_035,val,False
T10_d01_035_b_1.jpg,T10,d01,035,b,1,T10_035,val,False
T10_d01_037_a_1.jpg,T10,d01,037,a,1,T10_037,nuevo,False
T10_d01_037_b_1.jpg,T10,d01,037,b,1,T10_037,nuevo,False
T10_d01_038_a_1.jpg,T10,d01,038,a,1,T10_038,val,False
T10_d01_038_b_1.jpg,T10,d01,038,b,1,T10_038,val,False
T10_d01_041_a_1.jpg,T10,d01,041,a,1,T10_041,val,False
T10_d01_041_b_1.jpg,T10,d01,041,b,1,T10_041,val,False
T10_d01_044_a_1.jpg,T10,d01,044,a,1,T10_044,nuevo,False
T10_d01_044_b_1.jpg,T10,d01,044,b,1,T10_044,nuevo,False
T10_d01_045_a_1.jpg,T10,d01,045,a,1,T10_045,nuevo,False
T10_d01_045_b_1.jpg,T10,d01,045,b,1,T10_045,nuevo,False
T10_d01_046_a_1.jpg,T10,d01,046,a,1,T10_046,train,False
T10_d01_046_b_1.jpg,T10,d01,046,b,1,T10_046,train,False
T10_d01_047_a_1.jpg,T10,d01,047,a,1,T10_047,train,False
T10_d01_047_b_1.jpg,T10,d01,047,b,1,T10_047,train,False
T10_d01_048_a_1.jpg,T10,d01,048,a,1,T10_048,train,False
T10_d01_048_b_1.jpg,T10,d01,048,b,1,T10_048,train,False
T10_d01_054_a_1.jpg,T10,d01,054,a,1,T10_054,train,False
T10_d01_054_b_1.jpg,T10,d01,054,b,1,T10_054,train,False
T10_d01_055_a_1.jpg,T10,d01,055,a,1,T10_055,train,False
T10_d01_055_b_1.jpg,T10,d01,055,b,1,T10_055,train,False
T10_d01_058_a_1.jpg,T10,d01,058,a,1,T10_058,val,False
T10_d01_058_b_1.jpg,T10,d01,058,b,1,T10_058,val,False
T10_d01_061_a_1.jpg,T10,d01,061,a,1,T10_061,train,False
T10_d01_061_b_1.jpg,T10,d01,061,b,1,T10_061,train,False
T10_d01_065_a_1.jpg,T10,d01,065,a,1,T10_065,val,False
T10_d01_065_b_1.jpg,T10,d01,065,b,1,T10_065,val,False
T10_d01_067_a_1.jpg,T10,d01,067,a,1,T10_067,train,False
T10_d01_067_b_1.jpg,T10,d01,067,b,1,T10_067,train,False
T10_d01_069_a_1.jpg,T10,d01,069,a,1,T10_069,train,False
T10_d01_069_b_1.jpg,T10,d01,069,b,1,T10_069,train,False
T10_d01_072_a_1.jpg,T10,d01,072,a,1,T10_072,val,False
T10_d01_072_b_1.jpg,T10,d01,072,b,1,T10_072,val,False
T10_d01_080_a_1.jpg,T10,d01,080,a,1,T10_080,val,False
T10_d01_080_b_1.jpg,T10,d01,080,b,1,T10_080,val,False
T10_d01_083_a_1.jpg,T10,d01,083,a,1,T10_083,train,False
T10_d01_083_b_1.jpg,T10,d01,083,b,1,T10_083,train,False
T10_d01_087_a_1.jpg,T10,d01,087,a,1,T10_087,val,False
T10_d01_087_b_1.jpg,T10,d01,087,b,1,T10_087,val,False
T10_d01_089_a_1.jpg,T10,d01,089,a,1,T10_089,train,False
T10_d01_089_b_1.jpg,T10,d01,089,b,1,T10_089,train,False
T10_d01_092_a_1.jpg,T10,d01,092,a,1,T10_092,test,False
T10_d01_092_b_1.jpg,T10,d01,092,b,1,T10_092,test,False
T10_d01_093_a_1.jpg,T10,d01,093,a,1,T10_093,train,False
T10_d01_093_b_1.jpg,T10,d01,093,b,1,T10_093,train,False
T10_d01_094_a_1.jpg,T10,d01,094,a,1,T10_094,train,False
T10_d01_094_b_1.jpg,T10,d01,094,b,1,T10_094,train,False
T10_d01_096_a_1.jpg,T10,d01,096,a,1,T10_096,train,False
T10_d01_096_b_1.jpg,T10,d01,096,b,1,T10_096,train,False
T10_d01_097_a_1.jpg,T10,d01,097,a,1,T10_097,train,False
T10_d01_097_b_1.jpg,T10,d01,097,b,1,T10_097,train,False
T10_d01_098_a_1.jpg,T10,d01,098,a,1,T10_098,train,False
T10_d01_098_b_1.jpg,T10,d01,098,b,1,T10_098,train,False
T10_d01_099_a_1.jpg,T10,d01,099,a,1,T10_099,train,False
T10_d01_099_b_1.jpg,T10,d01,099,b,1,T10_099,train,False
T10_d01_100_a_1.jpg,T10,d01,100,a,1,T10_100,test,False
T10_d01_100_b_1.jpg,T10,d01,100,b,1,T10_100,test,False
T10_d01_104_a_1.jpg,T10,d01,104,a,1,T10_104,nuevo,False
T10_d01_104_b_1.jpg,T10,d01,104,b,1,T10_104,nuevo,False
T10_d01_108_a_1.jpg,T10,d01,108,a,1,T10_108,train,False
T10_d01_108_b_1.jpg,T10,d01,108,b,1,T10_108,train,False
T10_d01_109_a_1.jpg,T10,d01,109,a,1,T10_109,nuevo,False
T10_d01_109_b_1.jpg,T10,d01,109,b,1,T10_109,nuevo,False
T10_d01_110_a_1.jpg,T10,d01,110,a,1,T10_110,train,False
T10_d01_110_b_1.jpg,T10,d01,110,b,1,T10_110,train,False
T10_d01_111_a_1.jpg,T10,d01,111,a,1,T10_111,val,False
T10_d01_111_b_1.jpg,T10,d01,111,b,1,T10_111,val,False
T10_d01_113_a_1.jpg,T10,d01,113,a,1,T10_113,train,False
T10_d01_113_b_1.jpg,T10,d01,113,b,1,T10_113,train,False
T10_d01_118_a_1.jpg,T10,d01,118,a,1,T10_118,train,False
T10_d01_118_b_1.jpg,T10,d01,118,b,1,T10_118,train,False
T10_d01_120_a_1.jpg,T10,d01,120,a,1,T10_120,train,True
T10_d01_120_b_1.jpg,T10,d01,120,b,1,T10_120,train,False
T10_d01_122_a_1.jpg,T10,d01,122,a,1,T10_122,train,True
T10_d01_122_b_1.jpg,T10,d01,122,b,1,T10_122,train,False
T10_d01_125_a_1.jpg,T10,d01,125,a,1,T10_125,train,False
T10_d01_125_b_1.jpg,T10,d01,125,b,1,T10_125,train,False
T10_d01_128_a_1.jpg,T10,d01,128,a,1,T10_128,train,True
T10_d01_128_b_1.jpg,T10,d01,128,b,1,T10_128,train,False
T10_d01_129_a_1.jpg,T10,d01,129,a,1,T10_129,train,False
T10_d01_129_b_1.jpg,T10,d01,129,b,1,T10_129,train,True
T10_d01_130_a_1.jpg,T10,d01,130,a,1,T10_130,train,False
T10_d01_130_b_1.jpg,T10,d01,130,b,1,T10_130,train,False
T10_d01_131_a_1.jpg,T10,d01,131,a,1,T10_131,train,False
T10_d01_131_b_1.jpg,T10,d01,131,b,1,T10_131,train,False
T10_d01_133_a_1.jpg,T10,d01,133,a,1,T10_133,train,False
T10_d01_133_b_1.jpg,T10,d01,133,b,1,T10_133,train,False
T10_d01_136_a_1.jpg,T10,d01,136,a,1,T10_136,val,False
T10_d01_136_b_1.jpg,T10,d01,136,b,1,T10_136,val,False
T10_d01_138_a_1.jpg,T10,d01,138,a,1,T10_138,train,False
T10_d01_138_b_1.jpg,T10,d01,138,b,1,T10_138,train,False
T10_d01_145_a_1.jpg,T10,d01,145,a,1,T10_145,train,True
T10_d01_145_b_1.jpg,T10,d01,145,b,1,T10_145,train,False
T10_d01_148_a_1.jpg,T10,d01,148,a,1,T10_148,nuevo,False
T10_d01_148_b_1.jpg,T10,d01,148,b,1,T10_148,nuevo,False
T10_d01_149_a_1.jpg,T10,d01,149,a,1,T10_149,train,True
T10_d01_149_b_1.jpg,T10,d01,149,b,1,T10_149,train,False
T10_d01_152_a_1.jpg,T10,d01,152,a,1,T10_152,train,False
T10_d01_152_b_1.jpg,T10,d01,152,b,1,T10_152,train,False
T10_d01_156_a_1.jpg,T10,d01,156,a,1,T10_156,train,True
T10_d01_156_b_1.jpg,T10,d01,156,b,1,T10_156,train,False
T10_d01_162_a_1.jpg,T10,d01,162,a,1,T10_162,test,False
T10_d01_162_b_1.jpg,T10,d01,162,b,1,T10_162,test,False
T10_d01_163_a_1.jpg,T10,d01,163,a,1,T10_163,train,False
T10_d01_163_b_1.jpg,T10,d01,163,b,1,T10_163,train,True
T10_d01_165_a_1.jpg,T10,d01,165,a,1,T10_165,train,True
T10_d01_165_b_1.jpg,T10,d01,165,b,1,T10_165,train,False
T10_d01_166_a_1.jpg,T10,d01,166,a,1,T10_166,train,False
T10_d01_166_b_1.jpg,T10,d01,166,b,1,T10_166,train,False
T10_d01_167_a_1.jpg,T10,d01,167,a,1,T10_167,train,False
T10_d01_167_b_1.jpg,T10,d01,167,b,1,T10_167,train,False
T10_d01_168_a_1.jpg,T10,d01,168,a,1,T10_168,train,False
T10_d01_168_b_1.jpg,T10,d01,168,b,1,T10_168,train,False
T10_d01_172_a_1.jpg,T10,d01,172,a,1,T10_172,train,False
T10_d01_172_b_1.jpg,T10,d01,172,b,1,T10_172,train,False
T10_d01_180_a_1.jpg,T10,d01,180,a,1,T10_180,nuevo,False
T10_d01_180_b_1.jpg,T10,d01,180,b,1,T10_180,nuevo,False
T10_d01_181_a_1.jpg,T10,d01,181,a,1,T10_181,train,False
T10_d01_181_b_1.jpg,T10,d01,181,b,1,T10_181,train,False
T10_d01_186_a_1.jpg,T10,d01,186,a,1,T10_186,val,False
T10_d01_186_b_1.jpg,T10,d01,186,b,1,T10_186,val,False
T10_d01_193_a_1.jpg,T10,d01,193,a,1,T10_193,train,False
T10_d01_193_b_1.jpg,T10,d01,193,b,1,T10_193,train,False
T10_d01_194_a_1.jpg,T10,d01,194,a,1,T10_194,train,False
T10_d01_194_b_1.jpg,T10,d01,194,b,1,T10_194,train,False
T10_d01_196_a_1.jpg,T10,d01,196,a,1,T10_196,train,False
T10_d01_196_b_1.jpg,T10,d01,196,b,1,T10_196,train,False
T10_d01_202_a_1.jpg,T10,d01,202,a,1,T10_202,train,False
T10_d01_202_b_1.jpg,T10,d01,202,b,1,T10_202,train,False
T10_d01_204_a_1.jpg,T10,d01,204,a,1,T10_204,train,False
T10_d01_204_b_1.jpg,T10,d01,204,b,1,T10_204,train,False
T10_d01_206_a_1.jpg,T10,d01,206,a,1,T10_206,train,False
T10_d01_206_b_1.jpg,T10,d01,206,b,1,T10_206,train,False
T10_d01_211_a_1.jpg,T10,d01,211,a,1,T10_211,train,False
T10_d01_211_b_1.jpg,T10,d01,211,b,1,T10_211,train,False
T10_d01_213_a_1.jpg,T10,d01,213,a,1,T10_213,train,False
T10_d01_213_b_1.jpg,T10,d01,213,b,1,T10_213,train,False
T10_d01_215_a_1.jpg,T10,d01,215,a,1,T10_215,train,False
T10_d01_215_b_1.jpg,T10,d01,215,b,1,T10_215,train,False
T10_d01_217_a_1.jpg,T10,d01,217,a,1,T10_217,train,False
T10_d01_217_b_1.jpg,T10,d01,217,b,1,T10_217,train,False
T10_d01_219_a_1.jpg,T10,d01,219,a,1,T10_219,test,False
T10_d01_219_b_1.jpg,T10,d01,219,b,1,T10_219,test,False
T10_d01_220_a_1.jpg,T10,d01,220,a,1,T10_220,val,False
T10_d01_220_b_1.jpg,T10,d01,220,b,1,T10_220,val,False
T10_d01_221_a_1.jpg,T10,d01,221,a,1,T10_221,train,False
T10_d01_221_b_1.jpg,T10,d01,221,b,1,T10_221,train,True
T10_d01_223_a_1.jpg,T10,d01,223,a,1,T10_223,train,False
T10_d01_223_b_1.jpg,T10,d01,223,b,1,T10_223,train,False
T10_d01_227_a_1.jpg,T10,d01,227,a,1,T10_227,train,False
T10_d01_227_b_1.jpg,T10,d01,227,b,1,T10_227,train,False
T10_d01_229_a_1.jpg,T10,d01,229,a,1,T10_229,train,False
T10_d01_229_b_1.jpg,T10,d01,229,b,1,T10_229,train,True
T10_d01_233_a_1.jpg,T10,d01,233,a,1,T10_233,train,False
T10_d01_233_b_1.jpg,T10,d01,233,b,1,T10_233,train,False
T10_d01_234_a_1.jpg,T10,d01,234,a,1,T10_234,train,False
T10_d01_234_b_1.jpg,T10,d01,234,b,1,T10_234,train,True
T10_d01_236_a_1.jpg,T10,d01,236,a,1,T10_236,train,False
T10_d01_236_b_1.jpg,T10,d01,236,b,1,T10_236,train,False
T10_d01_237_a_1.jpg,T10,d01,237,a,1,T10_237,train,False
T10_d01_237_b_1.jpg,T10,d01,237,b,1,T10_237,train,False
T10_d01_243_a_1.jpg,T10,d01,243,a,1,T10_243,train,False
T10_d01_243_b_1.jpg,T10,d01,243,b,1,T10_243,train,False
T10_d01_245_a_1.jpg,T10,d01,245,a,1,T10_245,train,True
T10_d01_245_b_1.jpg,T10,d01,245,b,1,T10_245,train,False
T10_d01_250_a_1.jpg,T10,d01,250,a,1,T10_250,train,False
T10_d01_250_b_1.jpg,T10,d01,250,b,1,T10_250,train,False
T10_d01_252_a_1.jpg,T10,d01,252,a,1,T10_252,train,False
T10_d01_252_b_1.jpg,T10,d01,252,b,1,T10_252,train,False
T10_d01_253_a_1.jpg,T10,d01,253,a,1,T10_253,val,False
T10_d01_253_b_1.jpg,T10,d01,253,b,1,T10_253,val,False
T10_d01_254_a_1.jpg,T10,d01,254,a,1,T10_254,val,False
T10_d01_254_b_1.jpg,T10,d01,254,b,1,T10_254,val,False
T10_d01_262_a_1.jpg,T10,d01,262,a,1,T10_262,train,False
T10_d01_262_b_1.jpg,T10,d01,262,b,1,T10_262,train,False
T10_d01_266_a_1.jpg,T10,d01,266,a,1,T10_266,train,False
T10_d01_266_b_1.jpg,T10,d01,266,b,1,T10_266,train,False
T10_d01_269_a_1.jpg,T10,d01,269,a,1,T10_269,train,False
T10_d01_269_b_1.jpg,T10,d01,269,b,1,T10_269,train,False
T10_d01_274_a_1.jpg,T10,d01,274,a,1,T10_274,nuevo,False
T10_d01_274_b_1.jpg,T10,d01,274,b,1,T10_274,nuevo,False
T10_d01_275_a_1.jpg,T10,d01,275,a,1,T10_275,test,False
T10_d01_275_b_1.jpg,T10,d01,275,b,1,T10_275,test,False
T10_d01_276_a_1.jpg,T10,d01,276,a,1,T10_276,train,False
T10_d01_276_b_1.jpg,T10,d01,276,b,1,T10_276,train,False
T10_d01_282_a_1.jpg,T10,d01,282,a,1,T10_282,train,False
T10_d01_282_b_1.jpg,T10,d01,282,b,1,T10_282,train,False
T10_d01_283_a_1.jpg,T10,d01,283,a,1,T10_283,train,False
T10_d01_283_b_1.jpg,T10,d01,283,b,1,T10_283,train,False
T10_d01_284_a_1.jpg,T10,d01,284,a,1,T10_284,train,False
T10_d01_284_b_1.jpg,T10,d01,284,b,1,T10_284,train,False
T10_d01_290_a_1.jpg,T10,d01,290,a,1,T10_290,train,False
T10_d01_290_b_1.jpg,T10,d01,290,b,1,T10_290,train,False
T10_d01_292_a_1.jpg,T10,d01,292,a,1,T10_292,val,False
T10_d01_292_b_1.jpg,T10,d01,292,b,1,T10_292,val,False
T10_d01_294_a_1.jpg,T10,d01,294,a,1,T10_294,train,False
T10_d01_294_b_1.jpg,T10,d01,294,b,1,T10_294,train,False
T10_d01_295_a_1.jpg,T10,d01,295,a,1,T10_295,train,False
T10_d01_295_b_1.jpg,T10,d01,295,b,1,T10_295,train,False
T10_d01_296_a_1.jpg,T10,d01,296,a,1,T10_296,train,False
T10_d01_296_b_1.jpg,T10,d01,296,b,1,T10_296,train,False
T10_d01_298_a_1.jpg,T10,d01,298,a,1,T10_298,nuevo,False
T10_d01_298_b_1.jpg,T10,d01,298,b,1,T10_298,nuevo,False
T10_d01_306_a_1.jpg,T10,d01,306,a,1,T10_306,train,False
T10_d01_306_b_1.jpg,T10,d01,306,b,1,T10_306,train,False
T10_d01_310_a_1.jpg,T10,d01,310,a,1,T10_310,val,True
T10_d01_310_b_1.jpg,T10,d01,310,b,1,T10_310,val,False
T10_d01_314_a_1.jpg,T10,d01,314,a,1,T10_314,nuevo,False
T10_d01_314_b_1.jpg,T10,d01,314,b,1,T10_314,nuevo,False
T10_d01_315_a_1.jpg,T10,d01,315,a,1,T10_315,train,False
T10_d01_315_b_1.jpg,T10,d01,315,b,1,T10_315,train,False
T10_d01_325_a_1.jpg,T10,d01,325,a,1,T10_325,train,False
T10_d01_325_b_1.jpg,T10,d01,325,b,1,T10_325,train,False
T10_d01_326_a_1.jpg,T10,d01,326,a,1,T10_326,train,False
T10_d01_326_b_1.jpg,T10,d01,326,b,1,T10_326,train,False
T10_d01_327_a_1.jpg,T10,d01,327,a,1,T10_327,train,False
T10_d01_327_b_1.jpg,T10,d01,327,b,1,T10_327,train,False
T10_d01_328_a_1.jpg,T10,d01,328,a,1,T10_328,train,False
T10_d01_328_b_1.jpg,T10,d01,328,b,1,T10_328,train,False
T10_d01_330_a_1.jpg,T10,d01,330,a,1,T10_330,train,False
T10_d01_330_b_1.jpg,T10,d01,330,b,1,T10_330,train,False
T10_d01_331_a_1.jpg,T10,d01,331,a,1,T10_331,test,False
T10_d01_331_b_1.jpg,T10,d01,331,b,1,T10_331,test,False
T10_d01_333_a_1.jpg,T10,d01,333,a,1,T10_333,train,False
T10_d01_333_b_1.jpg,T10,d01,333,b,1,T10_333,train,False
T10_d01_336_a_1.jpg,T10,d01,336,a,1,T10_336,train,False
T10_d01_336_b_1.jpg,T10,d01,336,b,1,T10_336,train,False
T10_d01_337_a_1.jpg,T10,d01,337,a,1,T10_337,train,False
T10_d01_337_b_1.jpg,T10,d01,337,b,1,T10_337,train,False
T10_d01_338_a_1.jpg,T10,d01,338,a,1,T10_338,train,False
T10_d01_338_b_1.jpg,T10,d01,338,b,1,T10_338,train,False
T10_d01_349_a_1.jpg,T10,d01,349,a,1,T10_349,train,False
T10_d01_349_b_1.jpg,T10,d01,349,b,1,T10_349,train,False
T10_d01_350_a_1.jpg,T10,d01,350,a,1,T10_350,train,False
T10_d01_350_b_1.jpg,T10,d01,350,b,1,T10_350,train,False
T10_d01_351_a_1.jpg,T10,d01,351,a,1,T10_351,train,False
T10_d01_351_b_1.jpg,T10,d01,351,b,1,T10_351,train,False
T10_d01_353_a_1.jpg,T10,d01,353,a,1,T10_353,val,False
T10_d01_353_b_1.jpg,T10,d01,353,b,1,T10_353,val,False
T10_d01_355_a_1.jpg,T10,d01,355,a,1,T10_355,train,False
T10_d01_355_b_1.jpg,T10,d01,355,b,1,T10_355,train,False
T10_d01_357_a_1.jpg,T10,d01,357,a,1,T10_357,train,False
T10_d01_357_b_1.jpg,T10,d01,357,b,1,T10_357,train,False
T10_d01_358_a_1.jpg,T10,d01,358,a,1,T10_358,nuevo,False
T10_d01_358_b_1.jpg,T10,d01,358,b,1,T10_358,nuevo,False
T10_d01_359_a_1.jpg,T10,d01,359,a,1,T10_359,nuevo,False
T10_d01_359_b_1.jpg,T10,d01,359,b,1,T10_359,nuevo,False
T10_d01_365_a_1.jpg,T10,d01,365,a,1,T10_365,train,True
T10_d01_365_b_1.jpg,T10,d01,365,b,1,T10_365,train,False
T10_d01_366_a_1.jpg,T10,d01,366,a,1,T10_366,train,False
T10_d01_366_b_1.jpg,T10,d01,366,b,1,T10_366,train,False
T10_d01_367_a_1.jpg,T10,d01,367,a,1,T10_367,train,False
T10_d01_367_b_1.jpg,T10,d01,367,b,1,T10_367,train,False
T10_d01_368_a_1.jpg,T10,d01,368,a,1,T10_368,val,True
T10_d01_368_b_1.jpg,T10,d01,368,b,1,T10_368,val,False
T10_d01_372_a_1.jpg,T10,d01,372,a,1,T10_372,train,False
T10_d01_372_b_1.jpg,T10,d01,372,b,1,T10_372,train,False
T10_d01_373_a_1.jpg,T10,d01,373,a,1,T10_373,val,False
T10_d01_373_b_1.jpg,T10,d01,373,b,1,T10_373,val,False
T10_d01_375_a_1.jpg,T10,d01,375,a,1,T10_375,val,False
T10_d01_375_b_1.jpg,T10,d01,375,b,1,T10_375,val,False
T10_d01_376_a_1.jpg,T10,d01,376,a,1,T10_376,train,True
T10_d01_376_b_1.jpg,T10,d01,376,b,1,T10_376,train,False
T10_d01_377_a_1.jpg,T10,d01,377,a,1,T10_377,train,False
T10_d01_377_b_1.jpg,T10,d01,377,b,1,T10_377,train,False
T10_d01_381_a_1.jpg,T10,d01,381,a,1,T10_381,train,False
T10_d01_381_b_1.jpg,T10,d01,381,b,1,T10_381,train,False
T10_d01_382_a_1.jpg,T10,d01,382,a,1,T10_382,train,False
T10_d01_382_b_1.jpg,T10,d01,382,b,1,T10_382,train,False
T10_d01_385_a_1.jpg,T10,d01,385,a,1,T10_385,val,True
T10_d01_385_b_1.jpg,T10,d01,385,b,1,T10_385,val,False
T10_d01_387_a_1.jpg,T10,d01,387,a,1,T10_387,train,False
T10_d01_387_b_1.jpg,T10,d01,387,b,1,T10_387,train,False
T10_d01_392_a_1.jpg,T10,d01,392,a,1,T10_392,test,False
T10_d01_392_b_1.jpg,T10,d01,392,b,1,T10_392,test,False
T10_d01_393_a_1.jpg,T10,d01,393,a,1,T10_393,val,False
T10_d01_393_b_1.jpg,T10,d01,393,b,1,T10_393,val,False
T10_d01_395_a_1.jpg,T10,d01,395,a,1,T10_395,test,False
T10_d01_395_b_1.jpg,T10,d01,395,b,1,T10_395,test,False
T10_d01_398_a_1.jpg,T10,d01,398,a,1,T10_398,val,False
T10_d01_398_b_1.jpg,T10,d01,398,b,1,T10_398,val,False
T10_d01_399_a_1.jpg,T10,d01,399,a,1,T10_399,val,False
T10_d01_399_b_1.jpg,T10,d01,399,b,1,T10_399,val,False
T10_d01_400_a_1.jpg,T10,d01,400,a,1,T10_400,train,False
T10_d01_400_b_1.jpg,T10,d01,400,b,1,T10_400,train,False
T10_d01_401_a_1.jpg,T10,d01,401,a,1,T10_401,train,False
T10_d01_401_b_1.jpg,T10,d01,401,b,1,T10_401,train,False
T10_d01_402_a_1.jpg,T10,d01,402,a,1,T10_402,val,False
T10_d01_402_b_1.jpg,T10,d01,402,b,1,T10_402,val,False
T10_d01_405_a_1.jpg,T10,d01,405,a,1,T10_405,train,False
T10_d01_405_b_1.jpg,T10,d01,405,b,1,T10_405,train,False
T10_d01_406_a_1.jpg,T10,d01,406,a,1,T10_406,val,True
T10_d01_406_b_1.jpg,T10,d01,406,b,1,T10_406,val,False
T10_d01_408_a_1.jpg,T10,d01,408,a,1,T10_408,train,False
T10_d01_408_b_1.jpg,T10,d01,408,b,1,T10_408,train,False
T10_d01_410_a_1.jpg,T10,d01,410,a,1,T10_410,train,True
T10_d01_410_b_1.jpg,T10,d01,410,b,1,T10_410,train,False
T10_d01_411_a_1.jpg,T10,d01,411,a,1,T10_411,val,False
T10_d01_411_b_1.jpg,T10,d01,411,b,1,T10_411,val,False
T10_d01_413_a_1.jpg,T10,d01,413,a,1,T10_413,train,False
T10_d01_413_b_1.jpg,T10,d01,413,b,1,T10_413,train,False
T10_d01_414_a_1.jpg,T10,d01,414,a,1,T10_414,train,True
T10_d01_414_b_1.jpg,T10,d01,414,b,1,T10_414,train,False
T10_d01_415_a_1.jpg,T10,d01,415,a,1,T10_415,train,False
T10_d01_415_b_1.jpg,T10,d01,415,b,1,T10_415,train,False
T10_d01_418_a_1.jpg,T10,d01,418,a,1,T10_418,train,True
T10_d01_418_b_1.jpg,T10,d01,418,b,1,T10_418,train,False
T10_d01_420_a_1.jpg,T10,d01,420,a,1,T10_420,train,False
T10_d01_420_b_1.jpg,T10,d01,420,b,1,T10_420,train,False
T10_d01_422_a_1.jpg,T10,d01,422,a,1,T10_422,train,False
T10_d01_422_b_1.jpg,T10,d01,422,b,1,T10_422,train,False
T10_d01_425_a_1.jpg,T10,d01,425,a,1,T10_425,train,False
T10_d01_425_b_1.jpg,T10,d01,425,b,1,T10_425,train,False
T10_d01_429_a_1.jpg,T10,d01,429,a,1,T10_429,train,False
T10_d01_429_b_1.jpg,T10,d01,429,b,1,T10_429,train,False
T10_d01_430_a_1.jpg,T10,d01,430,a,1,T10_430,val,False
T10_d01_430_b_1.jpg,T10,d01,430,b,1,T10_430,val,False
T10_d01_442_a_1.jpg,T10,d01,442,a,1,T10_442,train,False
T10_d01_442_b_1.jpg,T10,d01,442,b,1,T10_442,train,False
T10_d01_444_a_1.jpg,T10,d01,444,a,1,T10_444,train,False
T10_d01_444_b_1.jpg,T10,d01,444,b,1,T10_444,train,False
T10_d01_445_a_1.jpg,T10,d01,445,a,1,T10_445,train,False
T10_d01_445_b_1.jpg,T10,d01,445,b,1,T10_445,train,False
T10_d01_446_a_1.jpg,T10,d01,446,a,1,T10_446,train,False
T10_d01_446_b_1.jpg,T10,d01,446,b,1,T10_446,train,False
T10_d01_447_a_1.jpg,T10,d01,447,a,1,T10_447,train,True
T10_d01_447_b_1.jpg,T10,d01,447,b,1,T10_447,train,False
T10_d01_448_a_1.jpg,T10,d01,448,a,1,T10_448,train,False
T10_d01_448_b_1.jpg,T10,d01,448,b,1,T10_448,train,False
T10_d01_449_a_1.jpg,T10,d01,449,a,1,T10_449,train,False
T10_d01_449_b_1.jpg,T10,d01,449,b,1,T10_449,train,False
T10_d01_450_a_1.jpg,T10,d01,450,a,1,T10_450,val,False
T10_d01_450_b_1.jpg,T10,d01,450,b,1,T10_450,val,False
T10_d01_451_a_1.jpg,T10,d01,451,a,1,T10_451,val,False
T10_d01_451_b_1.jpg,T10,d01,451,b,1,T10_451,val,False
T10_d01_452_a_1.jpg,T10,d01,452,a,1,T10_452,val,False
T10_d01_452_b_1.jpg,T10,d01,452,b,1,T10_452,val,True
T10_d01_454_a_1.jpg,T10,d01,454,a,1,T10_454,train,False
T10_d01_454_b_1.jpg,T10,d01,454,b,1,T10_454,train,False
T10_d01_458_a_1.jpg,T10,d01,458,a,1,T10_458,train,False
T10_d01_458_b_1.jpg,T10,d01,458,b,1,T10_458,train,False
T10_d01_459_a_1.jpg,T10,d01,459,a,1,T10_459,train,False
T10_d01_459_b_1.jpg,T10,d01,459,b,1,T10_459,train,False
