archivo,fruto,madurez,estado,motivo,en_revision,conf_palta,n_defectos,conf_defecto_min,ratio_defecto,frac_dudosa
T10_d01_125_a_1.jpg,T10_125,1,revisar,area de defecto dudosa (100%),True,0.977,3,0.165,0.0434,1.0
T10_d01_125_b_1.jpg,T10_125,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.227,0.3088,1.0
T10_d01_128_b_1.jpg,T10_128,1,auto,,False,0.977,1,0.628,0.0169,0.0
T10_d01_129_a_1.jpg,T10_129,1,revisar,area de defecto dudosa (76%),True,0.983,2,0.157,0.0932,0.757
T10_d01_130_a_1.jpg,T10_130,1,revisar,area de defecto dudosa (100%),True,0.974,4,0.168,0.527,1.0
T10_d01_130_b_1.jpg,T10_130,1,revisar,area de defecto dudosa (100%),True,0.976,1,0.177,0.1028,1.0
T10_d01_131_a_1.jpg,T10_131,1,revisar,area de defecto dudosa (100%),True,0.975,3,0.207,0.229,1.0
T10_d01_131_b_1.jpg,T10_131,1,revisar,area de defecto dudosa (100%),True,0.978,1,0.218,0.3927,1.0
T10_d01_133_a_1.jpg,T10_133,1,revisar,area de defecto dudosa (100%),True,0.98,2,0.161,0.0902,1.0
T10_d01_133_b_1.jpg,T10_133,1,auto,,False,0.981,2,0.637,0.1243,0.0
T10_d01_138_a_1.jpg,T10_138,1,revisar,area de defecto dudosa (100%),True,0.976,2,0.152,0.2504,1.0
T10_d01_138_b_1.jpg,T10_138,1,revisar,area de defecto dudosa (85%),True,0.976,2,0.332,0.0366,0.849
T10_d01_145_b_1.jpg,T10_145,1,revisar,area de defecto dudosa (100%),True,0.976,3,0.261,0.2114,1.0
T10_d01_148_a_1.jpg,T10_148,1,revisar,area de defecto dudosa (98%),True,0.976,2,0.226,0.1837,0.983
T10_d01_148_b_1.jpg,T10_148,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.218,0.0872,1.0
T10_d01_149_a_1.jpg,T10_149,1,auto,,False,0.977,0,,0.0,0.0
T10_d01_149_b_1.jpg,T10_149,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.306,0.4625,1.0
T10_d01_152_a_1.jpg,T10_152,1,revisar,area de defecto dudosa (100%),True,0.98,1,0.167,0.0104,1.0
T10_d01_152_b_1.jpg,T10_152,1,revisar,area de defecto dudosa (93%),True,0.978,2,0.173,0.3469,0.926
T10_d01_156_b_1.jpg,T10_156,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.337,0.0189,1.0
T10_d01_163_a_1.jpg,T10_163,1,auto,,False,0.981,1,0.885,0.2157,0.0
T10_d01_165_b_1.jpg,T10_165,1,auto,,False,0.98,1,0.502,0.0432,0.0
T10_d01_166_a_1.jpg,T10_166,1,revisar,area de defecto dudosa (100%),True,0.98,2,0.256,0.0326,1.0
T10_d01_166_b_1.jpg,T10_166,1,revisar,area de defecto dudosa (100%),True,0.981,2,0.349,0.1882,1.0
T10_d01_167_a_1.jpg,T10_167,1,revisar,area de defecto dudosa (100%),True,0.975,2,0.155,0.0161,1.0
T10_d01_167_b_1.jpg,T10_167,1,revisar,area de defecto dudosa (100%),True,0.975,2,0.157,0.0207,1.0
T10_d01_168_a_1.jpg,T10_168,1,revisar,area de defecto dudosa (100%),True,0.978,3,0.156,0.022,1.0
T10_d01_168_b_1.jpg,T10_168,1,revisar,defecto rectangular; area de defecto dudosa (95%),True,0.977,3,0.197,0.3547,0.947
T10_d01_172_a_1.jpg,T10_172,1,revisar,area de defecto dudosa (92%),True,0.977,5,0.153,0.3547,0.917
T10_d01_172_b_1.jpg,T10_172,1,revisar,area de defecto dudosa (100%),True,0.974,2,0.152,0.1745,1.0
T10_d01_180_a_1.jpg,T10_180,1,revisar,area de defecto dudosa (100%),True,0.975,2,0.174,0.0538,1.0
T10_d01_180_b_1.jpg,T10_180,1,revisar,area de defecto dudosa (100%),True,0.974,4,0.157,0.1449,1.0
T10_d01_181_a_1.jpg,T10_181,1,auto,,False,0.977,1,0.653,0.1183,0.0
T10_d01_181_b_1.jpg,T10_181,1,revisar,area de defecto dudosa (100%),True,0.979,2,0.164,0.0164,1.0
T10_d01_193_a_1.jpg,T10_193,1,revisar,area de defecto dudosa (100%),True,0.98,1,0.437,0.3284,1.0
T10_d01_193_b_1.jpg,T10_193,1,revisar,area de defecto dudosa (100%),True,0.98,1,0.188,0.3776,1.0
T10_d01_194_a_1.jpg,T10_194,1,revisar,area de defecto dudosa (100%),True,0.978,2,0.42,0.0784,1.0
T10_d01_194_b_1.jpg,T10_194,1,revisar,area de defecto dudosa (100%),True,0.981,2,0.168,0.1105,1.0
T10_d01_196_a_1.jpg,T10_196,1,auto,,False,0.978,0,,0.0,0.0
T10_d01_196_b_1.jpg,T10_196,1,revisar,area de defecto dudosa (100%),True,0.977,1,0.427,0.0608,1.0
T10_d01_202_a_1.jpg,T10_202,1,revisar,area de defecto dudosa (99%),True,0.979,2,0.177,0.0395,0.992
T10_d01_202_b_1.jpg,T10_202,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.157,0.0902,1.0
T10_d01_204_a_1.jpg,T10_204,1,auto,,False,0.977,1,0.688,0.0907,0.0
T10_d01_204_b_1.jpg,T10_204,1,revisar,area de defecto dudosa (100%),True,0.976,1,0.446,0.0283,1.0
T10_d01_206_a_1.jpg,T10_206,1,revisar,area de defecto dudosa (100%),True,0.976,2,0.3,0.0587,0.999
T10_d01_206_b_1.jpg,T10_206,1,revisar,area de defecto dudosa (100%),True,0.978,2,0.345,0.0396,1.0
T10_d01_211_a_1.jpg,T10_211,1,auto,,False,0.977,1,0.665,0.0258,0.0
T10_d01_211_b_1.jpg,T10_211,1,auto,,False,0.978,2,0.504,0.1691,0.0
T10_d01_213_a_1.jpg,T10_213,1,auto,,False,0.978,0,,0.0,0.0
T10_d01_213_b_1.jpg,T10_213,1,revisar,area de defecto dudosa (100%),True,0.977,5,0.156,0.57,1.0
T10_d01_215_a_1.jpg,T10_215,1,revisar,area de defecto dudosa (100%),True,0.977,1,0.331,0.0085,1.0
T10_d01_215_b_1.jpg,T10_215,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_217_a_1.jpg,T10_217,1,revisar,area de defecto dudosa (100%),True,0.982,1,0.184,0.0441,1.0
T10_d01_217_b_1.jpg,T10_217,1,auto,,False,0.978,1,0.736,0.0656,0.0
T10_d01_221_a_1.jpg,T10_221,1,auto,,False,0.978,1,0.865,0.0748,0.0
T10_d01_223_a_1.jpg,T10_223,1,auto,,False,0.978,0,,0.0,0.0
T10_d01_223_b_1.jpg,T10_223,1,revisar,area de defecto dudosa (100%),True,0.978,4,0.154,0.139,1.0
T10_d01_227_a_1.jpg,T10_227,1,auto,,False,0.98,1,0.556,0.0763,0.0
T10_d01_227_b_1.jpg,T10_227,1,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.979,1,0.151,0.1798,1.0
T10_d01_229_a_1.jpg,T10_229,1,auto,,False,0.978,1,0.63,0.0434,0.0
T10_d01_229_b_1.jpg,T10_229,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.196,0.2608,1.0
T10_d01_233_a_1.jpg,T10_233,1,revisar,area de defecto dudosa (100%),True,0.981,1,0.368,0.0589,1.0
T10_d01_233_b_1.jpg,T10_233,1,auto,,False,0.975,1,0.678,0.0851,0.0
T10_d01_234_a_1.jpg,T10_234,1,revisar,area de defecto dudosa (100%),True,0.976,1,0.484,0.0169,1.0
T10_d01_236_a_1.jpg,T10_236,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.411,0.0321,1.0
T10_d01_236_b_1.jpg,T10_236,1,auto,,False,0.971,1,0.609,0.0559,0.0
T10_d01_237_a_1.jpg,T10_237,1,revisar,area de defecto dudosa (100%),True,0.981,1,0.383,0.1101,1.0
T10_d01_237_b_1.jpg,T10_237,1,auto,,False,0.979,1,0.798,0.1294,0.0
T10_d01_243_a_1.jpg,T10_243,1,auto,,False,0.979,0,,0.0,0.0
T10_d01_243_b_1.jpg,T10_243,1,auto,,False,0.978,1,0.747,0.2092,0.0
T10_d01_245_b_1.jpg,T10_245,1,auto,,False,0.978,1,0.82,0.0279,0.0
T10_d01_250_a_1.jpg,T10_250,1,revisar,area de defecto dudosa (100%),True,0.976,4,0.182,0.1258,1.0
T10_d01_250_b_1.jpg,T10_250,1,revisar,area de defecto dudosa (100%),True,0.979,4,0.228,0.2885,1.0
T10_d01_252_a_1.jpg,T10_252,1,revisar,area de defecto dudosa (100%),True,0.982,2,0.276,0.1918,1.0
T10_d01_252_b_1.jpg,T10_252,1,revisar,area de defecto dudosa (100%),True,0.978,7,0.168,0.1102,1.0
T10_d01_262_a_1.jpg,T10_262,1,auto,,True,0.978,0,,0.0,0.0
T10_d01_262_b_1.jpg,T10_262,1,revisar,area de defecto dudosa (100%),True,0.974,3,0.193,0.242,1.0
T10_d01_266_a_1.jpg,T10_266,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.292,0.0425,1.0
T10_d01_266_b_1.jpg,T10_266,1,auto,,False,0.978,1,0.703,0.0924,0.0
T10_d01_269_a_1.jpg,T10_269,1,auto,,False,0.976,1,0.796,0.0906,0.0
T10_d01_269_b_1.jpg,T10_269,1,auto,,False,0.977,1,0.92,0.0376,0.0
T10_d01_274_a_1.jpg,T10_274,1,revisar,area de defecto dudosa (100%),True,0.981,1,0.218,0.0126,1.0
T10_d01_274_b_1.jpg,T10_274,1,revisar,area de defecto dudosa (100%),True,0.974,2,0.367,0.269,1.0
T10_d01_276_a_1.jpg,T10_276,1,revisar,area de defecto dudosa (100%),True,0.975,3,0.183,0.0351,1.0
T10_d01_276_b_1.jpg,T10_276,1,revisar,area de defecto dudosa (100%),True,0.977,3,0.156,0.1259,1.0
T10_d01_282_a_1.jpg,T10_282,1,revisar,area de defecto dudosa (100%),True,0.981,3,0.155,0.3337,1.0
T10_d01_282_b_1.jpg,T10_282,1,auto,,False,0.979,1,0.546,0.1001,0.0
T10_d01_283_a_1.jpg,T10_283,1,auto,,False,0.98,0,,0.0,0.0
T10_d01_283_b_1.jpg,T10_283,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.211,0.0796,1.0
T10_d01_284_a_1.jpg,T10_284,1,revisar,area de defecto dudosa (100%),True,0.976,2,0.171,0.0837,1.0
T10_d01_284_b_1.jpg,T10_284,1,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.976,1,0.205,0.5493,1.0
T10_d01_290_a_1.jpg,T10_290,1,revisar,defecto rectangular; area de defecto dudosa (100%),True,0.977,5,0.16,0.8105,1.0
T10_d01_290_b_1.jpg,T10_290,1,revisar,area de defecto dudosa (77%),True,0.981,3,0.264,0.4243,0.766
T10_d01_294_a_1.jpg,T10_294,1,revisar,area de defecto dudosa (100%),True,0.976,2,0.246,0.0734,1.0
T10_d01_294_b_1.jpg,T10_294,1,auto,,False,0.977,2,0.594,0.1268,0.0
T10_d01_295_a_1.jpg,T10_295,1,auto,,False,0.98,3,0.171,0.2541,0.5
T10_d01_295_b_1.jpg,T10_295,1,auto,,False,0.975,3,0.158,0.1029,0.257
T10_d01_296_a_1.jpg,T10_296,1,auto,,False,0.98,0,,0.0,0.0
T10_d01_296_b_1.jpg,T10_296,1,auto,,False,0.982,1,0.667,0.2583,0.0
T10_d01_306_a_1.jpg,T10_306,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_306_b_1.jpg,T10_306,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.236,0.0887,1.0
T10_d01_314_a_1.jpg,T10_314,1,auto,,False,0.977,0,,0.0,0.0
T10_d01_314_b_1.jpg,T10_314,1,revisar,area de defecto dudosa (100%),True,0.978,2,0.23,0.6086,1.0
T10_d01_315_a_1.jpg,T10_315,1,auto,,False,0.974,0,,0.0,0.0
T10_d01_315_b_1.jpg,T10_315,1,auto,,False,0.977,0,,0.0,0.0
T10_d01_325_a_1.jpg,T10_325,1,auto,,False,0.976,0,,0.0,0.0
T10_d01_325_b_1.jpg,T10_325,1,revisar,area de defecto dudosa (100%),True,0.975,2,0.217,0.0918,1.0
T10_d01_326_a_1.jpg,T10_326,1,auto,,False,0.98,2,0.43,0.0536,0.361
T10_d01_326_b_1.jpg,T10_326,1,revisar,area de defecto dudosa (75%),True,0.978,2,0.36,0.0537,0.747
T10_d01_327_a_1.jpg,T10_327,1,revisar,area de defecto dudosa (100%),True,0.974,3,0.215,0.1071,1.0
T10_d01_327_b_1.jpg,T10_327,1,revisar,area de defecto dudosa (100%),True,0.978,3,0.156,0.4207,1.0
T10_d01_328_a_1.jpg,T10_328,1,auto,,True,0.98,1,0.593,0.0869,0.0
T10_d01_328_b_1.jpg,T10_328,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.167,0.0442,1.0
T10_d01_330_a_1.jpg,T10_330,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_330_b_1.jpg,T10_330,1,auto,,False,0.98,0,,0.0,0.0
T10_d01_333_a_1.jpg,T10_333,1,revisar,area de defecto dudosa (100%),True,0.98,2,0.322,0.0441,1.0
T10_d01_333_b_1.jpg,T10_333,1,revisar,area de defecto dudosa (100%),True,0.983,2,0.191,0.0884,1.0
T10_d01_336_a_1.jpg,T10_336,1,revisar,area de defecto dudosa (100%),True,0.983,2,0.246,0.5472,1.0
T10_d01_336_b_1.jpg,T10_336,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.184,0.2386,1.0
T10_d01_337_a_1.jpg,T10_337,1,auto,,False,0.976,0,,0.0,0.0
T10_d01_337_b_1.jpg,T10_337,1,revisar,area de defecto dudosa (100%),True,0.977,1,0.369,0.08,1.0
T10_d01_338_a_1.jpg,T10_338,1,revisar,area de defecto dudosa (100%),True,0.982,1,0.242,0.1852,1.0
T10_d01_338_b_1.jpg,T10_338,1,revisar,area de defecto dudosa (100%),True,0.979,3,0.214,0.1368,0.999
T10_d01_349_a_1.jpg,T10_349,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_349_b_1.jpg,T10_349,1,revisar,area de defecto dudosa (100%),True,0.98,1,0.167,0.3303,1.0
T10_d01_350_a_1.jpg,T10_350,1,auto,,False,0.982,0,,0.0,0.0
T10_d01_350_b_1.jpg,T10_350,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.165,0.0492,1.0
T10_d01_351_a_1.jpg,T10_351,1,auto,,False,0.977,0,,0.0,0.0
T10_d01_351_b_1.jpg,T10_351,1,auto,,False,0.977,1,0.532,0.0247,0.0
T10_d01_355_a_1.jpg,T10_355,1,auto,,False,0.978,2,0.458,0.072,0.294
T10_d01_355_b_1.jpg,T10_355,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_357_a_1.jpg,T10_357,1,revisar,area de defecto dudosa (100%),True,0.981,3,0.183,0.2422,1.0
T10_d01_357_b_1.jpg,T10_357,1,auto,,False,0.976,1,0.575,0.1808,0.0
T10_d01_358_a_1.jpg,T10_358,1,revisar,area de defecto dudosa (94%),True,0.978,3,0.207,0.0812,0.937
T10_d01_358_b_1.jpg,T10_358,1,revisar,area de defecto dudosa (100%),True,0.977,4,0.245,0.1207,1.0
T10_d01_359_a_1.jpg,T10_359,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_359_b_1.jpg,T10_359,1,auto,,False,0.98,0,,0.0,0.0
T10_d01_365_b_1.jpg,T10_365,1,auto,,False,0.981,0,,0.0,0.0
T10_d01_366_a_1.jpg,T10_366,1,auto,,False,0.981,1,0.837,0.1651,0.0
T10_d01_366_b_1.jpg,T10_366,1,revisar,area de defecto dudosa (100%),True,0.981,1,0.159,0.0727,1.0
T10_d01_367_a_1.jpg,T10_367,1,revisar,area de defecto dudosa (100%),True,0.982,4,0.216,0.1081,1.0
T10_d01_367_b_1.jpg,T10_367,1,auto,,False,0.98,0,,0.0,0.0
T10_d01_372_a_1.jpg,T10_372,1,revisar,area de defecto dudosa (100%),True,0.971,4,0.259,0.1089,0.999
T10_d01_372_b_1.jpg,T10_372,1,revisar,area de defecto dudosa (100%),True,0.984,3,0.173,0.052,1.0
T10_d01_376_b_1.jpg,T10_376,1,revisar,area de defecto dudosa (99%),True,0.974,2,0.211,0.1455,0.995
T10_d01_377_a_1.jpg,T10_377,1,revisar,area de defecto dudosa (100%),True,0.977,2,0.151,0.1171,1.0
T10_d01_377_b_1.jpg,T10_377,1,auto,,True,0.98,1,0.78,0.0226,0.0
T10_d01_381_a_1.jpg,T10_381,1,revisar,area de defecto dudosa (100%),True,0.983,1,0.165,0.1008,1.0
T10_d01_381_b_1.jpg,T10_381,1,revisar,area de defecto dudosa (100%),True,0.982,3,0.16,0.242,1.0
T10_d01_382_a_1.jpg,T10_382,1,auto,,False,0.976,1,0.812,0.0967,0.0
T10_d01_382_b_1.jpg,T10_382,1,auto,,False,0.979,1,0.505,0.1174,0.0
T10_d01_387_a_1.jpg,T10_387,1,auto,,False,0.983,0,,0.0,0.0
T10_d01_387_b_1.jpg,T10_387,1,revisar,area de defecto dudosa (100%),True,0.982,4,0.152,0.5007,1.0
T10_d01_400_a_1.jpg,T10_400,1,auto,,False,0.976,1,0.668,0.0203,0.0
T10_d01_400_b_1.jpg,T10_400,1,revisar,area de defecto dudosa (58%),True,0.974,4,0.189,0.1803,0.581
T10_d01_401_a_1.jpg,T10_401,1,revisar,area de defecto dudosa (96%),True,0.981,2,0.157,0.1026,0.961
T10_d01_401_b_1.jpg,T10_401,1,auto,,False,0.978,0,,0.0,0.0
T10_d01_405_a_1.jpg,T10_405,1,revisar,area de defecto dudosa (100%),True,0.981,2,0.15,0.0221,1.0
T10_d01_405_b_1.jpg,T10_405,1,auto,,False,0.977,1,0.509,0.0491,0.0
T10_d01_408_a_1.jpg,T10_408,1,auto,,False,0.983,1,0.505,0.0362,0.0
T10_d01_408_b_1.jpg,T10_408,1,auto,,False,0.984,0,,0.0,0.0
T10_d01_410_b_1.jpg,T10_410,1,revisar,area de defecto dudosa (100%),True,0.981,2,0.155,0.0542,1.0
T10_d01_413_a_1.jpg,T10_413,1,auto,,False,0.975,1,0.775,0.0324,0.0
T10_d01_413_b_1.jpg,T10_413,1,revisar,area de defecto dudosa (100%),True,0.978,2,0.154,0.0182,1.0
T10_d01_414_b_1.jpg,T10_414,1,revisar,area de defecto dudosa (100%),True,0.982,1,0.459,0.0196,1.0
T10_d01_415_a_1.jpg,T10_415,1,auto,,False,0.975,1,0.573,0.1515,0.0
T10_d01_415_b_1.jpg,T10_415,1,revisar,area de defecto dudosa (100%),True,0.977,1,0.355,0.3344,1.0
T10_d01_418_b_1.jpg,T10_418,1,revisar,area de defecto dudosa (100%),True,0.97,3,0.28,0.1248,1.0
T10_d01_420_a_1.jpg,T10_420,1,auto,,False,0.979,1,0.58,0.0136,0.0
T10_d01_420_b_1.jpg,T10_420,1,revisar,area de defecto dudosa (100%),True,0.978,3,0.191,0.0965,1.0
T10_d01_422_a_1.jpg,T10_422,1,auto,,False,0.977,1,0.784,0.0472,0.0
T10_d01_422_b_1.jpg,T10_422,1,auto,,False,0.977,1,0.736,0.1332,0.0
T10_d01_425_a_1.jpg,T10_425,1,auto,,False,0.979,0,,0.0,0.0
T10_d01_425_b_1.jpg,T10_425,1,auto,,False,0.979,1,0.621,0.0685,0.0
T10_d01_429_a_1.jpg,T10_429,1,revisar,area de defecto dudosa (100%),True,0.979,1,0.268,0.0858,1.0
T10_d01_429_b_1.jpg,T10_429,1,revisar,area de defecto dudosa (87%),True,0.975,6,0.158,0.3733,0.873
T10_d01_442_a_1.jpg,T10_442,1,auto,,False,0.983,1,0.728,0.0608,0.0
T10_d01_442_b_1.jpg,T10_442,1,auto,,False,0.983,1,0.73,0.0237,0.0
T10_d01_444_a_1.jpg,T10_444,1,revisar,area de defecto dudosa (100%),True,0.98,1,0.237,0.0282,1.0
T10_d01_444_b_1.jpg,T10_444,1,revisar,area de defecto dudosa (100%),True,0.984,1,0.488,0.0543,1.0
T10_d01_445_a_1.jpg,T10_445,1,auto,,False,0.978,1,0.729,0.0284,0.0
T10_d01_445_b_1.jpg,T10_445,1,revisar,area de defecto dudosa (100%),True,0.984,4,0.179,0.1955,1.0
T10_d01_446_a_1.jpg,T10_446,1,revisar,area de defecto dudosa (65%),True,0.982,2,0.438,0.2458,0.651
T10_d01_446_b_1.jpg,T10_446,1,revisar,area de defecto dudosa (100%),True,0.975,2,0.17,0.1379,1.0
